Jerumenha, PI;população 4.397;7,2%
João Costa, PI;população 2.968;10,8%
Joaquim Pires, PI;população 14.059;7,6%
Joca Marques, PI;população 5.282;8,7%
José de Freitas, PI;população 38.169;8,2%
Juazeiro do Piauí, PI;população 4.837;9,9%
Júlio Borges, PI;população 5.496;6,2%
Jurema, PI;população 4.641;9,1%
Lagoinha do Piauí, PI;população 2.757;7,2%
Lagoa Alegre, PI;população 8.290;7,2%
Lagoa do Barro do Piauí, PI;população 4.570;10,8%
Lagoa de São Francisco, PI;população 6.590;8,5%
Lagoa do Piauí, PI;população 3.963;7,2%
Lagoa do Sítio, PI;população 5.022;8,3%
Landri Sales, PI;população 5.251;7,2%
Luís Correia, PI;população 29.415;4,7%
Luzilândia, PI;população 25.028;8,5%
Madeiro, PI;população 8.075;8,7%
Manoel Emídio, PI;população 5.262;7,2%
Marcolândia, PI;população 8.186;7,2%
Marcos Parente, PI;população 4.482;7,2%
Massapê do Piauí, PI;população 6.315;7,1%
Matias Olímpio, PI;população 10.693;7,5%
Miguel Alves, PI;população 32.993;7,7%
Miguel Leão, PI;população 1.239;7,2%
Milton Brandão, PI;população 6.791;8,5%
Monsenhor Gil, PI;população 10.410;7,4%
Monsenhor Hipólito, PI;população 7.565;7,1%
Monte Alegre do Piauí, PI;população 10.441;6,8%
Morro Cabeça no Tempo, PI;população 4.077;6,2%
Morro do Chapéu do Piauí, PI;população 6.641;8,7%
Murici dos Portelas, PI;população 8.846;5,8%
Nazaré do Piauí, PI;população 7.279;7,2%
Nazária, PI;população 8.330;7,2%
Nossa Senhora de Nazaré, PI;população 4.723;9,9%
Nossa Senhora dos Remédios, PI;população 8.457;8,5%
Novo Oriente do Piauí, PI;população 6.493;8,3%
Novo Santo Antônio, PI;população 3.371;7,2%
Oeiras, PI;população 36.266;7,1%
Olho D'Água do Piauí, PI;população 2.390;7,2%
Padre Marcos, PI;população 6.742;7,1%
Paes Landim, PI;população 4.074;9,2%
Pajeú do Piauí, PI;população 3.479;8,4%
Palmeira do Piauí, PI;população 4.988;6,2%
Palmeirais, PI;população 14.151;9%
Paquetá, PI;população 3.909;7,1%
Parnaguá, PI;população 10.530;9,7%
Parnaíba, PI;população 149.348;4,1%
Passagem Franca do Piauí, PI;população 4.470;7,2%
Patos do Piauí, PI;população 6.241;8,5%
Pau D'Arco do Piauí, PI;população 3.914;7,2%
Paulistana, PI;população 20.133;6,7%
Pavussu, PI;população 3.645;7,2%
Pedro II, PI;população 38.014;8,6%
Pedro Laurentino, PI;população 2.472;10,8%
Nova Santa Rita, PI;população 4.276;10,8%
Picos, PI;população 76.309;6,4%
Pimenteiras, PI;população 11.900;8,5%
Pio IX, PI;população 18.023;5,6%
Piracuruca, PI;população 28.066;6,9%
Piripiri, PI;população 62.600;7%
Porto, PI;população 12.239;7,7%
Porto Alegre do Piauí, PI;população 2.637;7,2%
Prata do Piauí, PI;população 3.107;7,2%
Queimada Nova, PI;população 8.775;8,5%
Redenção do Gurguéia, PI;população 8.580;6,2%
Regeneração, PI;população 17.696;5,6%
Riacho Frio, PI;população 4.255;5,9%
Ribeira do Piauí, PI;população 4.368;10,8%
Ribeiro Gonçalves, PI;população 7.112;7,1%
Rio Grande do Piauí, PI;população 6.328;7,2%
Santa Cruz do Piauí, PI;população 6.119;7,1%
Santa Cruz dos Milagres, PI;população 3.910;7,2%
Santa Filomena, PI;população 6.152;5,6%
Santa Luz, PI;população 5.694;6,2%
Santana do Piauí, PI;população 4.534;7,1%
Santa Rosa do Piauí, PI;população 5.180;7,6%
Santo Antônio de Lisboa, PI;população 6.215;7,1%
Santo Antônio dos Milagres, PI;população 2.109;7,2%
Santo Inácio do Piauí, PI;população 3.713;7,6%
São Braz do Piauí, PI;população 4.367;9,1%
São Félix do Piauí, PI;população 2.931;7,2%
São Francisco de Assis do Piauí, PI;população 5.759;9,2%
São Francisco do Piauí, PI;população 6.332;7,2%
São Gonçalo do Gurguéia, PI;população 2.942;5,9%
São Gonçalo do Piauí, PI;população 4.885;7,2%
São João da Canabrava, PI;população 4.516;7,1%
São João da Fronteira, PI;população 5.873;8,5%
São João da Serra, PI;população 6.101;9,9%
São João da Varjota, PI;população 4.738;7,6%
São João do Arraial, PI;população 7.700;8,7%
São João do Piauí, PI;população 20.077;6,8%
São José do Divino, PI;população 5.237;8,5%
São José do Peixe, PI;população 3.702;7,2%
São José do Piauí, PI;população 6.615;7,1%
São Julião, PI;população 5.771;7,1%
São Lourenço do Piauí, PI;população 4.488;9,1%
São Luis do Piauí, PI;população 2.593;7,1%
São Miguel da Baixa Grande, PI;população 2.407;7,2%
São Miguel do Fidalgo, PI;população 2.994;7,6%
São Miguel do Tapuio, PI;população 18.132;11,3%
São Pedro do Piauí, PI;população 13.956;7%
São Raimundo Nonato, PI;população 33.613;7,3%
Sebastião Barros, PI;população 3.475;5,9%
Sebastião Leal, PI;população 4.199;7,2%
Sigefredo Pacheco, PI;população 9.799;9,9%
Simões, PI;população 14.393;4,3%
Simplício Mendes, PI;população 12.385;7,9%
Socorro do Piauí, PI;população 4.519;9,2%
Sussuapara, PI;população 6.504;7,1%
Tamboril do Piauí, PI;população 2.839;8,4%
Tanque do Piauí, PI;população 2.694;7,6%
Teresina, PI;população 840.600;6%
União, PI;população 43.511;6,6%
Uruçuí, PI;população 20.902;6,6%
Valença do Piauí, PI;população 20.555;7,9%
Várzea Branca, PI;população 4.899;9,1%
Várzea Grande, PI;população 4.339;7,2%
Vera Mendes, PI;população 3.023;7,1%
Vila Nova do Piauí, PI;população 2.987;7,1%
Wall Ferraz, PI;população 4.365;7,1%
Abaiara, CE;população 11.226;5,5%
Acarape, CE;população 16.153;4,9%
Acaraú, CE;população 60.684;7,8%
Acopiara, CE;população 52.903;6,1%
Aiuaba, CE;população 16.893;5%
Alcântaras, CE;população 11.247;5,7%
Altaneira, CE;população 7.271;5,8%
Alto Santo, CE;população 16.823;7,7%
Amontada, CE;população 41.672;10,5%
Antonina do Norte, CE;população 7.200;5,8%
Apuiarés, CE;população 14.483;5,8%
Aquiraz, CE;população 76.967;3,9%
Aracati, CE;população 72.248;5,7%
Aracoiaba, CE;população 26.062;6,1%
Ararendá, CE;população 10.750;4,2%
Araripe, CE;população 21.230;8,1%
Aratuba, CE;população 11.419;7,1%
Arneiroz, CE;população 7.768;5,6%
Assaré, CE;população 23.058;4,9%
Aurora, CE;população 24.658;6%
Baixio, CE;população 6.182;4,9%
Banabuiú, CE;população 17.842;9,4%
Barbalha, CE;população 58.347;5,5%
Barreira, CE;população 20.532;4,4%
Barro, CE;população 22.193;4,5%
Barroquinha, CE;população 14.800;4,5%
Baturité, CE;população 34.735;5%
Beberibe, CE;população 51.885;6,2%
Bela Cruz, CE;população 31.956;7,3%
Boa Viagem, CE;população 53.725;6,7%
Brejo Santo, CE;população 47.645;5,3%
Camocim, CE;população 62.201;5,6%
Campos Sales, CE;população 27.077;5,7%
Canindé, CE;população 76.724;5,6%
Capistrano, CE;população 17.523;7,3%
Caridade, CE;população 21.524;4,9%
Cariré, CE;população 18.637;3,3%
Caririaçu, CE;população 26.840;6,7%
Cariús, CE;população 18.813;5,8%
Carnaubal, CE;população 17.374;2,8%
Cascavel, CE;população 69.498;4,9%
Catarina, CE;população 19.882;6,9%
Catunda, CE;população 10.257;4,6%
Caucaia, CE;população 349.526;4,4%
Cedro, CE;população 24.986;5,2%
Chaval, CE;população 12.888;5,9%
Choró, CE;população 13.246;5,5%
Chorozinho, CE;população 19.189;6,1%
Coreaú, CE;população 22.773;6,3%
Crateús, CE;população 74.188;6,2%
Crato, CE;população 127.657;4,5%
Croatá, CE;população 17.650;4,2%
Cruz, CE;população 23.514;9,8%
Deputado Irapuan Pinheiro, CE;população 9.403;7,5%
Ererê, CE;população 7.073;6,5%
Eusébio, CE;população 50.308;4,6%
Farias Brito, CE;população 18.937;5,9%
Forquilha, CE;população 23.276;2,8%
Fortaleza, CE;população 2.571.896;4,1%
Fortim, CE;população 15.781;5,7%
Frecheirinha, CE;população 13.473;4,9%
General Sampaio, CE;população 6.679;5,6%
Graça, CE;população 15.287;2,6%
Granja, CE;população 53.682;5,1%
Granjeiro, CE;população 4.531;5,8%
Groaíras, CE;população 10.759;2,8%
Guaiúba, CE;população 25.581;5,5%
Guaraciaba do Norte, CE;população 38.995;2,9%
Guaramiranga, CE;população 3.812;5,6%
Hidrolândia, CE;população 19.970;3,7%
Horizonte, CE;população 62.002;5,8%
Ibaretama, CE;população 13.172;4,2%
Ibiapina, CE;população 24.555;4,6%
Ibicuitinga, CE;população 12.012;8,9%
Icapuí, CE;população 19.276;6,4%
Icó, CE;população 67.045;5,3%
Iguatu, CE;população 100.733;5,6%
Independência, CE;população 25.952;5,5%
Ipaporanga, CE;população 11.500;5,5%
Ipaumirim, CE;população 12.281;5,6%
Ipu, CE;população 41.292;2,9%
Ipueiras, CE;população 38.089;4,1%
Iracema, CE;população 14.042;7,6%
Irauçuba, CE;população 23.376;6,5%
Itaiçaba, CE;população 7.612;5,8%
Itaitinga, CE;população 38.131;4,9%
Itapagé, CE;população 50.671;5,6%
Itapipoca, CE;população 123.613;8%
Itapiúna, CE;população 19.570;9,2%
Itarema, CE;população 39.955;8,5%
Itatira, CE;população 20.077;6%
Jaguaretama, CE;população 18.018;6,6%
Jaguaribara, CE;população 10.999;6,5%
Jaguaribe, CE;população 34.621;6,5%
Jaguaruana, CE;população 33.324;4,1%
Jardim, CE;população 27.069;6,6%
Jati, CE;população 7.785;5,8%
Jijoca de Jericoacoara, CE;população 18.616;9,4%
Juazeiro do Norte, CE;população 263.704;5,7%
Jucás, CE;população 24.417;5,5%
Lavras da Mangabeira, CE;população 31.409;4,2%
Limoeiro do Norte, CE;população 57.782;6,1%
Madalena, CE;população 19.225;4,2%
Maracanaú, CE;população 219.749;4,4%
Maranguape, CE;população 122.020;4,7%
Marco, CE;população 26.219;5,3%
Martinópole, CE;população 10.796;7,2%
Massapê, CE;população 37.214;4,7%
Mauriti, CE;população 45.881;4,9%
Meruoca, CE;população 14.529;6,3%
Milagres, CE;população 28.419;5,3%
Milhã, CE;população 13.188;10,4%
Miraíma, CE;população 13.345;7,2%
Missão Velha, CE;população 35.150;4,9%
Mombaça, CE;população 43.557;9,6%
Monsenhor Tabosa, CE;população 16.998;6,1%
Morada Nova, CE;população 62.091;6,3%
Moraújo, CE;população 8.457;4,6%
Morrinhos, CE;população 21.737;7%
Mucambo, CE;população 14.346;5,6%
Mulungu, CE;população 12.364;5,4%
Nova Olinda, CE;população 15.048;6,9%
Nova Russas, CE;população 31.783;3,4%
Novo Oriente, CE;população 28.149;4,7%
Ocara, CE;população 24.979;6,1%
Orós, CE;população 21.447;4,8%
Pacajus, CE;população 67.678;5,6%
Pacatuba, CE;população 79.077;4,7%
Pacoti, CE;população 11.884;3,9%
Pacujá, CE;população 6.150;4,6%
Palhano, CE;população 9.169;6,9%
Palmácia, CE;população 12.762;5,3%
Paracuru, CE;população 33.178;6,3%
Paraipaba, CE;população 31.705;7%
Parambu, CE;população 31.376;4,1%
Paramoti, CE;população 11.533;6,3%
Pedra Branca, CE;população 42.696;8,7%
Penaforte, CE;população 8.743;5,8%
Pentecoste, CE;população 36.611;5,8%
Pereiro, CE;população 16.089;9,7%
Pindoretama, CE;população 19.975;4%
Piquet Carneiro, CE;população 16.318;6,4%
Pires Ferreira, CE;população 10.616;1,9%
Poranga, CE;população 12.214;7,4%
Porteiras, CE;população 15.058;5,4%
Potengi, CE;população 10.722;5,3%
Potiretama, CE;população 6.299;6,5%
Quiterianópolis, CE;população 20.600;4,2%
Quixadá, CE;população 84.684;4,7%
Quixelô, CE;população 14.997;7,7%
Quixeramobim, CE;população 76.386;5,4%
Quixeré, CE;população 21.410;5,2%
Redenção, CE;população 27.182;4,2%
Reriutaba, CE;população 19.145;2,5%
Russas, CE;população 74.243;6,3%
Saboeiro, CE;população 15.793;6%
Salitre, CE;população 16.070;10,1%
Santana do Acaraú, CE;população 31.369;6,2%
Santana do Cariri, CE;população 17.457;5,3%
Santa Quitéria, CE;população 43.359;4%
São Benedito, CE;população 45.917;4,3%
São Gonçalo do Amarante, CE;população 46.783;6,3%
São João do Jaguaribe, CE;população 7.774;6,5%
São Luís do Curu, CE;população 12.713;8,1%
Senador Pompeu, CE;população 26.600;7,4%
Senador Sá, CE;população 7.290;4,6%
Sobral, CE;população 199.750;4,3%
Solonópole, CE;população 18.060;6,9%
Tabuleiro do Norte, CE;população 30.143;6%
Tamboril, CE;população 25.635;4,1%
Tarrafas, CE;população 8.923;5,8%
Tauá, CE;população 57.478;6,2%
Tejuçuoca, CE;população 18.301;7,4%
Tianguá, CE;população 72.803;5,2%
Trairi, CE;população 53.998;5,8%
Tururu, CE;população 15.413;6,9%
Ubajara, CE;população 33.505;4,3%
Umari, CE;população 7.662;4,9%
Umirim, CE;população 19.437;6,9%
Uruburetama, CE;população 20.991;5,7%
Uruoca, CE;população 13.435;5,5%
Varjota, CE;população 18.081;3,1%
Várzea Alegre, CE;população 39.861;6,1%
Viçosa do Ceará, CE;população 58.332;5,8%
Acari, RN;população 11.349;2,3%
Açu, RN;população 56.829;2,8%
Afonso Bezerra, RN;população 11.197;3,5%
Água Nova, RN;população 3.183;6,4%
Alexandria, RN;população 13.864;5,2%
Almino Afonso, RN;população 4.922;4,7%
Alto do Rodrigues, RN;população 13.680;2,7%
Angicos, RN;população 11.906;3,3%
Antônio Martins, RN;população 7.188;4,7%
