Lima Campos, MA;população 11.612;1,1%
Loreto, MA;população 11.795;1,3%
Luís Domingues, MA;população 6.744;1%
Magalhães de Almeida, MA;população 18.982;0,8%
Maracaçumé, MA;população 20.549;1,6%
Marajá do Sena, MA;população 7.689;1,3%
Maranhãozinho, MA;população 15.384;0,8%
Mata Roma, MA;população 16.169;0,7%
Matinha, MA;população 22.673;1,3%
Matões, MA;população 32.773;1%
Matões do Norte, MA;população 15.758;1,2%
Milagres do Maranhão, MA;população 8.261;1%
Mirador, MA;população 20.586;1,1%
Miranda do Norte, MA;população 26.979;0,9%
Mirinzal, MA;população 14.570;1,3%
Monção, MA;população 32.516;0,8%
Montes Altos, MA;população 9.102;1,6%
Morros, MA;população 18.747;1,2%
Nina Rodrigues, MA;população 13.746;1,4%
Nova Colinas, MA;população 5.183;1,3%
Nova Iorque, MA;população 4.595;1,6%
Nova Olinda do Maranhão, MA;população 20.184;0,8%
Olho d'Água das Cunhãs, MA;população 19.009;0,8%
Olinda Nova do Maranhão, MA;população 14.110;0,7%
Paço do Lumiar, MA;população 115.693;1,7%
Palmeirândia, MA;população 19.213;0,8%
Paraibano, MA;população 20.768;1,6%
Parnarama, MA;população 34.018;1%
Passagem Franca, MA;população 18.387;1,2%
Pastos Bons, MA;população 18.848;1,8%
Paulino Neves, MA;população 15.427;2,6%
Paulo Ramos, MA;população 20.539;1%
Pedreiras, MA;população 38.582;1,9%
Pedro do Rosário, MA;população 24.183;0,4%
Penalva, MA;população 36.899;0,7%
Peri Mirim, MA;população 13.989;0,5%
Peritoró, MA;população 22.369;1,2%
Pindaré-Mirim, MA;população 32.037;0,7%
Pinheiro, MA;população 80.917;1,1%
Pio XII, MA;população 21.333;1,5%
Pirapemas, MA;população 18.053;0,9%
Poção de Pedras, MA;população 18.191;1,9%
Porto Franco, MA;população 22.956;1,7%
Porto Rico do Maranhão, MA;população 5.909;1%
Presidente Dutra, MA;população 46.369;1,3%
Presidente Juscelino, MA;população 12.255;1,1%
Presidente Médici, MA;população 6.755;1,1%
Presidente Sarney, MA;população 18.210;0,3%
Presidente Vargas, MA;população 11.206;0,9%
Primeira Cruz, MA;população 14.758;0,4%
Raposa, MA;população 29.167;1,4%
Riachão, MA;população 19.926;1,5%
Ribamar Fiquene, MA;população 7.563;1,6%
Rosário, MA;população 41.349;1,1%
Sambaíba, MA;população 5.546;1,3%
Santa Filomena do Maranhão, MA;população 7.503;1,5%
Santa Helena, MA;população 40.518;1,1%
Santa Inês, MA;população 82.680;1,2%
Santa Luzia, MA;população 75.762;1,3%
Santa Luzia do Paruá, MA;população 24.507;0,8%
Santa Quitéria do Maranhão, MA;população 24.879;0,8%
Santa Rita, MA;população 35.364;0,9%
Santana do Maranhão, MA;população 12.761;3%
Santo Amaro do Maranhão, MA;população 15.110;1,4%
Santo Antônio dos Lopes, MA;população 14.270;1,7%
São Benedito do Rio Preto, MA;população 18.189;0,6%
São Bento, MA;população 43.447;1,8%
São Bernardo, MA;população 27.599;1,1%
São Domingos do Azeitão, MA;população 7.187;1,1%
São Domingos do Maranhão, MA;população 33.716;0,9%
São Félix de Balsas, MA;população 4.554;1,3%
São Francisco do Brejão, MA;população 11.242;1,7%
São Francisco do Maranhão, MA;população 11.961;2%
São João Batista, MA;população 20.195;2%
São João do Carú, MA;população 15.558;1%
São João do Paraíso, MA;população 10.933;2,9%
São João do Soter, MA;população 17.956;0%
São João dos Patos, MA;população 25.287;2%
São José de Ribamar, MA;população 172.402;1,2%
São José dos Basílios, MA;população 7.501;1,5%
São Luís, MA;população 1.064.197;1,9%
São Luís Gonzaga do Maranhão, MA;população 18.807;1%
São Mateus do Maranhão, MA;população 40.341;1%
São Pedro da Água Branca, MA;população 12.349;0,9%
São Pedro dos Crentes, MA;população 4.542;1,3%
São Raimundo das Mangabeiras, MA;população 18.255;1,2%
São Raimundo do Doca Bezerra, MA;população 5.387;1%
São Roberto, MA;população 6.432;1,6%
São Vicente Ferrer, MA;população 21.591;1,1%
Satubinha, MA;população 13.231;0,9%
Senador Alexandre Costa, MA;população 10.763;1%
Senador La Rocque, MA;população 14.195;1,7%
Serrano do Maranhão, MA;população 10.758;0,9%
Sítio Novo, MA;população 17.559;0,8%
Sucupira do Norte, MA;população 10.444;0,8%
Sucupira do Riachão, MA;população 5.519;1,6%
Tasso Fragoso, MA;população 8.219;1,3%
Timbiras, MA;população 28.442;1,5%
Timon, MA;população 163.342;0,9%
Trizidela do Vale, MA;população 20.747;1,3%
Tufilândia, MA;população 5.699;1%
Tuntum, MA;população 40.566;1,4%
Turiaçu, MA;população 34.694;1%
Turilândia, MA;população 24.559;0,6%
Tutóia, MA;população 56.501;1,7%
Urbano Santos, MA;população 31.840;1,1%
Vargem Grande, MA;população 53.918;1,1%
Viana, MA;população 50.976;1,3%
Vila Nova dos Martírios, MA;população 12.661;1,1%
Vitória do Mearim, MA;população 31.923;0,8%
Vitorino Freire, MA;população 30.937;1,3%
Zé Doca, MA;população 50.190;0,9%
Acauã, PI;população 6.913;0,9%
Agricolândia, PI;população 5.087;0,8%
Água Branca, PI;população 16.944;0,8%
Alagoinha do Piauí, PI;população 7.485;1%
Alegrete do Piauí, PI;população 5.215;1%
Alto Longá, PI;população 13.967;0,6%
Altos, PI;população 39.625;0,9%
Alvorada do Gurguéia, PI;população 5.249;1%
Amarante, PI;população 17.305;0,7%
Angical do Piauí, PI;população 6.697;0,8%
Anísio de Abreu, PI;população 9.531;1%
Antônio Almeida, PI;população 3.097;0,9%
Aroazes, PI;população 5.773;0,8%
Aroeiras do Itaim, PI;população 2.460;1%
Arraial, PI;população 4.678;0,9%
Assunção do Piauí, PI;população 7.667;0,8%
Avelino Lopes, PI;população 11.390;1,1%
Baixa Grande do Ribeiro, PI;população 11.123;0,4%
Barra D'Alcântara, PI;população 3.886;0,8%
Barras, PI;população 45.938;1%
Barreiras do Piauí, PI;população 3.283;1,9%
Barro Duro, PI;população 6.941;0,8%
Batalha, PI;população 26.277;0,8%
Bela Vista do Piauí, PI;população 3.902;1,2%
Belém do Piauí, PI;população 3.440;1%
Beneditinos, PI;população 10.021;0,8%
Bertolínia, PI;população 5.396;0,9%
Betânia do Piauí, PI;população 6.092;0,9%
Boa Hora, PI;população 6.560;0,8%
Bocaina, PI;população 4.431;1%
Bom Jesus, PI;população 24.092;1,2%
Bom Princípio do Piauí, PI;população 5.474;1,4%
Bonfim do Piauí, PI;população 5.531;1%
Boqueirão do Piauí, PI;população 6.359;0,8%
Brasileira, PI;população 8.139;1%
Brejo do Piauí, PI;população 3.714;0,6%
Buriti dos Lopes, PI;população 19.386;0,7%
Buriti dos Montes, PI;população 8.165;0,8%
Cabeceiras do Piauí, PI;população 10.276;0,8%
Cajazeiras do Piauí, PI;população 3.456;0,8%
Cajueiro da Praia, PI;população 7.415;1,4%
Caldeirão Grande do Piauí, PI;população 5.675;0,8%
Campinas do Piauí, PI;população 5.499;1,2%
Campo Alegre do Fidalgo, PI;população 4.883;0,5%
Campo Grande do Piauí, PI;população 5.775;1%
Campo Largo do Piauí, PI;população 7.058;0,8%
Campo Maior, PI;população 45.904;1%
Canavieira, PI;população 3.911;0,9%
Canto do Buriti, PI;população 20.619;0,8%
Capitão de Campos, PI;população 11.208;1%
Capitão Gervásio Oliveira, PI;população 3.993;0,5%
Caracol, PI;população 10.588;1,2%
Caraúbas do Piauí, PI;população 5.704;1,4%
Caridade do Piauí, PI;população 4.974;0,8%
Castelo do Piauí, PI;população 18.466;0,8%
Caxingó, PI;população 5.248;1,4%
Cocal, PI;população 27.163;1%
Cocal de Telha, PI;população 4.611;0,8%
Cocal dos Alves, PI;população 6.014;1,4%
Coivaras, PI;população 3.916;0,8%
Colônia do Gurguéia, PI;população 6.278;1%
Colônia do Piauí, PI;população 7.522;0,8%
Conceição do Canindé, PI;população 4.532;1,2%
Coronel José Dias, PI;população 4.598;1%
Corrente, PI;população 26.011;2,7%
Cristalândia do Piauí, PI;população 8.069;1,9%
Cristino Castro, PI;população 10.191;1%
Curimatá, PI;população 11.078;3%
Currais, PI;população 4.829;1%
Curralinhos, PI;população 4.318;0,8%
Curral Novo do Piauí, PI;população 5.059;0,8%
Demerval Lobão, PI;população 13.526;0,7%
Dirceu Arcoverde, PI;população 6.841;1%
Dom Expedito Lopes, PI;população 6.735;1%
Domingos Mourão, PI;população 4.291;1%
Dom Inocêncio, PI;população 9.376;1%
Elesbão Veloso, PI;população 14.462;0,2%
Eliseu Martins, PI;população 4.791;0,6%
Esperantina, PI;população 38.749;1%
Fartura do Piauí, PI;população 5.186;1%
Flores do Piauí, PI;população 4.395;0,9%
Floresta do Piauí, PI;população 2.513;0,8%
Floriano, PI;população 58.702;1,6%
Francinópolis, PI;população 5.268;0,8%
Francisco Ayres, PI;população 4.361;0,9%
Francisco Macedo, PI;população 3.078;1%
Francisco Santos, PI;população 8.993;1%
Fronteiras, PI;população 11.411;1,1%
Geminiano, PI;população 5.298;1%
Gilbués, PI;população 10.509;2,6%
Guadalupe, PI;população 10.340;0,8%
Guaribas, PI;população 4.472;1%
Hugo Napoleão, PI;população 3.811;0,8%
Ilha Grande, PI;população 9.176;1,4%
Inhuma, PI;população 15.032;0,6%
Ipiranga do Piauí, PI;população 9.569;0,8%
Isaías Coelho, PI;população 8.389;1%
Itainópolis, PI;população 11.330;1,3%
Itaueira, PI;população 10.818;1,5%
Jacobina do Piauí, PI;população 5.695;0,9%
Jaicós, PI;população 18.585;0,9%
Jardim do Mulato, PI;população 4.402;0,8%
Jatobá do Piauí, PI;população 4.756;0,8%
Jerumenha, PI;população 4.397;0,9%
João Costa, PI;população 2.968;0,5%
Joaquim Pires, PI;população 14.059;0,9%
Joca Marques, PI;população 5.282;0,7%
José de Freitas, PI;população 38.169;1%
Juazeiro do Piauí, PI;população 4.837;0,8%
Júlio Borges, PI;população 5.496;1%
Jurema, PI;população 4.641;1%
Lagoinha do Piauí, PI;população 2.757;0,8%
Lagoa Alegre, PI;população 8.290;0,8%
Lagoa do Barro do Piauí, PI;população 4.570;0,5%
Lagoa de São Francisco, PI;população 6.590;1%
Lagoa do Piauí, PI;população 3.963;0,8%
Lagoa do Sítio, PI;população 5.022;0,8%
Landri Sales, PI;população 5.251;0,9%
Luís Correia, PI;população 29.415;1,2%
Luzilândia, PI;população 25.028;1%
Madeiro, PI;população 8.075;0,7%
Manoel Emídio, PI;população 5.262;0,9%
Marcolândia, PI;população 8.186;0,8%
Marcos Parente, PI;população 4.482;0,9%
Massapê do Piauí, PI;população 6.315;1%
Matias Olímpio, PI;população 10.693;0,2%
Miguel Alves, PI;população 32.993;0,3%
Miguel Leão, PI;população 1.239;0,8%
Milton Brandão, PI;população 6.791;1%
Monsenhor Gil, PI;população 10.410;1%
Monsenhor Hipólito, PI;população 7.565;1%
Monte Alegre do Piauí, PI;população 10.441;2,2%
Morro Cabeça no Tempo, PI;população 4.077;1%
Morro do Chapéu do Piauí, PI;população 6.641;0,7%
Murici dos Portelas, PI;população 8.846;1,4%
Nazaré do Piauí, PI;população 7.279;0,9%
Nazária, PI;população 8.330;0,8%
Nossa Senhora de Nazaré, PI;população 4.723;0,8%
Nossa Senhora dos Remédios, PI;população 8.457;0,8%
Novo Oriente do Piauí, PI;população 6.493;0,8%
Novo Santo Antônio, PI;população 3.371;0,8%
Oeiras, PI;população 36.266;1%
Olho D'Água do Piauí, PI;população 2.390;0,8%
Padre Marcos, PI;população 6.742;1%
Paes Landim, PI;população 4.074;1,2%
Pajeú do Piauí, PI;população 3.479;0,6%
Palmeira do Piauí, PI;população 4.988;1%
Palmeirais, PI;população 14.151;0,7%
Paquetá, PI;população 3.909;1%
Parnaguá, PI;população 10.530;2,1%
Parnaíba, PI;população 149.348;1,8%
Passagem Franca do Piauí, PI;população 4.470;0,8%
Patos do Piauí, PI;população 6.241;0,9%
Pau D'Arco do Piauí, PI;população 3.914;0,8%
Paulistana, PI;população 20.133;1,6%
Pavussu, PI;população 3.645;0,9%
Pedro II, PI;população 38.014;0,7%
Pedro Laurentino, PI;população 2.472;0,5%
Nova Santa Rita, PI;população 4.276;0,5%
Picos, PI;população 76.309;1,6%
Pimenteiras, PI;população 11.900;0,8%
Pio IX, PI;população 18.023;1,3%
Piracuruca, PI;população 28.066;0,9%
Piripiri, PI;população 62.600;1,2%
Porto, PI;população 12.239;0,6%
Porto Alegre do Piauí, PI;população 2.637;0,9%
Prata do Piauí, PI;população 3.107;0,8%
Queimada Nova, PI;população 8.775;0,9%
Redenção do Gurguéia, PI;população 8.580;1%
Regeneração, PI;população 17.696;0,7%
Riacho Frio, PI;população 4.255;1,9%
Ribeira do Piauí, PI;população 4.368;0,5%
Ribeiro Gonçalves, PI;população 7.112;1,1%
Rio Grande do Piauí, PI;população 6.328;0,9%
Santa Cruz do Piauí, PI;população 6.119;1%
Santa Cruz dos Milagres, PI;população 3.910;0,8%
Santa Filomena, PI;população 6.152;1,3%
Santa Luz, PI;população 5.694;1%
Santana do Piauí, PI;população 4.534;1%
Santa Rosa do Piauí, PI;população 5.180;0,8%
Santo Antônio de Lisboa, PI;população 6.215;1%
Santo Antônio dos Milagres, PI;população 2.109;0,8%
Santo Inácio do Piauí, PI;população 3.713;0,8%
São Braz do Piauí, PI;população 4.367;1%
São Félix do Piauí, PI;população 2.931;0,8%
São Francisco de Assis do Piauí, PI;população 5.759;1,2%
São Francisco do Piauí, PI;população 6.332;0,9%
São Gonçalo do Gurguéia, PI;população 2.942;1,9%
São Gonçalo do Piauí, PI;população 4.885;0,8%
São João da Canabrava, PI;população 4.516;1%
São João da Fronteira, PI;população 5.873;1%
São João da Serra, PI;população 6.101;0,8%
São João da Varjota, PI;população 4.738;0,8%
São João do Arraial, PI;população 7.700;0,7%
São João do Piauí, PI;população 20.077;0,9%
São José do Divino, PI;população 5.237;1%
São José do Peixe, PI;população 3.702;0,9%
São José do Piauí, PI;população 6.615;1%
São Julião, PI;população 5.771;1%
São Lourenço do Piauí, PI;população 4.488;1%
São Luis do Piauí, PI;população 2.593;1%
São Miguel da Baixa Grande, PI;população 2.407;0,8%
São Miguel do Fidalgo, PI;população 2.994;0,8%
São Miguel do Tapuio, PI;população 18.132;0,4%
São Pedro do Piauí, PI;população 13.956;1%
São Raimundo Nonato, PI;população 33.613;1,1%
Sebastião Barros, PI;população 3.475;1,9%
Sebastião Leal, PI;população 4.199;0,9%
Sigefredo Pacheco, PI;população 9.799;0,8%
Simões, PI;população 14.393;0,5%
Simplício Mendes, PI;população 12.385;0,5%
Socorro do Piauí, PI;população 4.519;1,2%
Sussuapara, PI;população 6.504;1%
Tamboril do Piauí, PI;população 2.839;0,6%
Tanque do Piauí, PI;população 2.694;0,8%
Teresina, PI;população 840.600;1,4%
União, PI;população 43.511;1,1%
Uruçuí, PI;população 20.902;1,2%
Valença do Piauí, PI;população 20.555;0,9%
Várzea Branca, PI;população 4.899;1%
Várzea Grande, PI;população 4.339;0,8%
Vera Mendes, PI;população 3.023;1%
Vila Nova do Piauí, PI;população 2.987;1%
Wall Ferraz, PI;população 4.365;1%
Abaiara, CE;população 11.226;0,5%
Acarape, CE;população 16.153;0,5%
Acaraú, CE;população 60.684;0,6%
Acopiara, CE;população 52.903;0,7%
Aiuaba, CE;população 16.893;1%
Alcântaras, CE;população 11.247;0,3%
Altaneira, CE;população 7.271;0,9%
Alto Santo, CE;população 16.823;0,5%
Amontada, CE;população 41.672;0,4%
Antonina do Norte, CE;população 7.200;0,9%
Apuiarés, CE;população 14.483;0,2%
Aquiraz, CE;população 76.967;0,7%
Aracati, CE;população 72.248;0,7%
Aracoiaba, CE;população 26.062;0,6%
Ararendá, CE;população 10.750;1,4%
Araripe, CE;população 21.230;0,8%
Aratuba, CE;população 11.419;0,4%
Arneiroz, CE;população 7.768;0,6%
Assaré, CE;população 23.058;0,7%
Aurora, CE;população 24.658;0,8%
Baixio, CE;população 6.182;0,8%
Banabuiú, CE;população 17.842;0,5%
Barbalha, CE;população 58.347;1,2%
Barreira, CE;população 20.532;0,6%
Barro, CE;população 22.193;1,1%
Barroquinha, CE;população 14.800;1%
Baturité, CE;população 34.735;0,5%
Beberibe, CE;população 51.885;0,6%
Bela Cruz, CE;população 31.956;0,5%
Boa Viagem, CE;população 53.725;0,8%
Brejo Santo, CE;população 47.645;0,7%
Camocim, CE;população 62.201;0,7%
Campos Sales, CE;população 27.077;1,1%
Canindé, CE;população 76.724;0,5%
Capistrano, CE;população 17.523;0,5%
Caridade, CE;população 21.524;0,5%
Cariré, CE;população 18.637;1,2%
Caririaçu, CE;população 26.840;0,9%
Cariús, CE;população 18.813;0,8%
Carnaubal, CE;população 17.374;1,3%
Cascavel, CE;população 69.498;0,6%
Catarina, CE;população 19.882;0,7%
Catunda, CE;população 10.257;1,2%
Caucaia, CE;população 349.526;0,7%
Cedro, CE;população 24.986;1,1%
Chaval, CE;população 12.888;0,9%
Choró, CE;população 13.246;0,5%
Chorozinho, CE;população 19.189;0,5%
Coreaú, CE;população 22.773;0,7%
Crateús, CE;população 74.188;1,1%
Crato, CE;população 127.657;1,3%
Croatá, CE;população 17.650;1,9%
Cruz, CE;população 23.514;0,6%
Deputado Irapuan Pinheiro, CE;população 9.403;0,6%
Ererê, CE;população 7.073;0,6%
Eusébio, CE;população 50.308;0,8%
Farias Brito, CE;população 18.937;1,3%
Forquilha, CE;população 23.276;0,9%
Fortaleza, CE;população 2.571.896;1,1%
Fortim, CE;população 15.781;0,7%
Frecheirinha, CE;população 13.473;0,7%
General Sampaio, CE;população 6.679;0,6%
Graça, CE;população 15.287;2%
Granja, CE;população 53.682;1%
Granjeiro, CE;população 4.531;0,9%
Groaíras, CE;população 10.759;0,9%
Guaiúba, CE;população 25.581;0,6%
Guaraciaba do Norte, CE;população 38.995;2,5%
Guaramiranga, CE;população 3.812;0,6%
Hidrolândia, CE;população 19.970;1,4%
Horizonte, CE;população 62.002;0,8%
Ibaretama, CE;população 13.172;0,3%
Ibiapina, CE;população 24.555;1,3%
Ibicuitinga, CE;população 12.012;0,6%
Icapuí, CE;população 19.276;0,9%
Icó, CE;população 67.045;0,6%
Iguatu, CE;população 100.733;0,7%
Independência, CE;população 25.952;0,8%
Ipaporanga, CE;população 11.500;0,9%
Ipaumirim, CE;população 12.281;0,9%
Ipu, CE;população 41.292;2,1%
Ipueiras, CE;população 38.089;1,8%
Iracema, CE;população 14.042;0,6%
Irauçuba, CE;população 23.376;0,9%
Itaiçaba, CE;população 7.612;0,8%
Itaitinga, CE;população 38.131;0,5%
Itapagé, CE;população 50.671;1%
Itapipoca, CE;população 123.613;0,6%
Itapiúna, CE;população 19.570;0,5%
Itarema, CE;população 39.955;0,8%
Itatira, CE;população 20.077;0,7%
Jaguaretama, CE;população 18.018;0,8%
Jaguaribara, CE;população 10.999;0,7%
Jaguaribe, CE;população 34.621;0,8%
Jaguaruana, CE;população 33.324;0,7%
Jardim, CE;população 27.069;1,3%
Jati, CE;população 7.785;0,9%
Jijoca de Jericoacoara, CE;população 18.616;0,7%
Juazeiro do Norte, CE;população 263.704;1%
Jucás, CE;população 24.417;0,7%
Lavras da Mangabeira, CE;população 31.409;0,7%
Limoeiro do Norte, CE;população 57.782;0,9%
Madalena, CE;população 19.225;0,5%
Maracanaú, CE;população 219.749;0,8%
Maranguape, CE;população 122.020;0,8%
Marco, CE;população 26.219;0,5%
Martinópole, CE;população 10.796;1,4%
Massapê, CE;população 37.214;0,9%
Mauriti, CE;população 45.881;1%
Meruoca, CE;população 14.529;0,5%
Milagres, CE;população 28.419;0,9%
Milhã, CE;população 13.188;0,3%
Miraíma, CE;população 13.345;0,7%
Missão Velha, CE;população 35.150;1%
Mombaça, CE;população 43.557;0,7%
Monsenhor Tabosa, CE;população 16.998;0,8%
Morada Nova, CE;população 62.091;0,6%
Moraújo, CE;população 8.457;1,2%
Morrinhos, CE;população 21.737;0,5%
Mucambo, CE;população 14.346;0,9%
Mulungu, CE;população 12.364;0,6%
Nova Olinda, CE;população 15.048;0,7%
Nova Russas, CE;população 31.783;1,5%
Novo Oriente, CE;população 28.149;0,3%
Ocara, CE;população 24.979;0,5%
Orós, CE;população 21.447;0,6%
Pacajus, CE;população 67.678;0,6%
Pacatuba, CE;população 79.077;0,8%
Pacoti, CE;população 11.884;0,6%
Pacujá, CE;população 6.150;1,2%
Palhano, CE;população 9.169;0,6%
Palmácia, CE;população 12.762;0,7%
Paracuru, CE;população 33.178;0,8%
Paraipaba, CE;população 31.705;0,6%
Parambu, CE;população 31.376;0,7%
Paramoti, CE;população 11.533;0,5%
Pedra Branca, CE;população 42.696;0,5%
Penaforte, CE;população 8.743;0,9%
Pentecoste, CE;população 36.611;0,6%
Pereiro, CE;população 16.089;0,9%
Pindoretama, CE;população 19.975;0,8%
Piquet Carneiro, CE;população 16.318;0,6%
Pires Ferreira, CE;população 10.616;1,7%
Poranga, CE;população 12.214;0,7%
Porteiras, CE;população 15.058;0,3%
Potengi, CE;população 10.722;1%
Potiretama, CE;população 6.299;0,6%
Quiterianópolis, CE;população 20.600;0,8%
Quixadá, CE;população 84.684;0,7%
Quixelô, CE;população 14.997;1,2%
Quixeramobim, CE;população 76.386;0,8%
Quixeré, CE;população 21.410;0,6%
Redenção, CE;população 27.182;0,7%
Reriutaba, CE;população 19.145;2,4%
Russas, CE;população 74.243;0,6%
Saboeiro, CE;população 15.793;1%
Salitre, CE;população 16.070;0,7%
Santana do Acaraú, CE;população 31.369;0,5%
Santana do Cariri, CE;população 17.457;1,2%
Santa Quitéria, CE;população 43.359;1,1%
São Benedito, CE;população 45.917;1,3%
São Gonçalo do Amarante, CE;população 46.783;0,9%
São João do Jaguaribe, CE;população 7.774;0,6%
São Luís do Curu, CE;população 12.713;0,7%
Senador Pompeu, CE;população 26.600;0,5%
Senador Sá, CE;população 7.290;1,2%
Sobral, CE;população 199.750;1%
Solonópole, CE;população 18.060;0,8%
Tabuleiro do Norte, CE;população 30.143;0,5%
Tamboril, CE;população 25.635;1%
Tarrafas, CE;população 8.923;0,9%
Tauá, CE;população 57.478;0,6%
Tejuçuoca, CE;população 18.301;0,4%
Tianguá, CE;população 72.803;0,9%
Trairi, CE;população 53.998;0,6%
Tururu, CE;população 15.413;0,5%
Ubajara, CE;população 33.505;1,2%
Umari, CE;população 7.662;0,8%
Umirim, CE;população 19.437;0,9%
Uruburetama, CE;população 20.991;0,7%
Uruoca, CE;população 13.435;0,9%
Varjota, CE;população 18.081;2,1%
Várzea Alegre, CE;população 39.861;1%
Viçosa do Ceará, CE;população 58.332;0,7%
Acari, RN;população 11.349;1,7%
Açu, RN;população 56.829;1%
Afonso Bezerra, RN;população 11.197;0,7%
Água Nova, RN;população 3.183;0,8%
Alexandria, RN;população 13.864;1,7%
Almino Afonso, RN;população 4.922;0,8%
Alto do Rodrigues, RN;população 13.680;1%
Angicos, RN;população 11.906;0,7%
Antônio Martins, RN;população 7.188;0,8%
Apodi, RN;população 36.120;1,7%
Areia Branca, RN;população 27.115;1,7%
Arês, RN;população 13.905;0,9%
Augusto Severo, RN;população 9.688;1,2%
Baía Formosa, RN;população 9.116;0,9%
Baraúna, RN;população 26.799;0,7%
