Viana, MA;população 50.976;2,6%
Vila Nova dos Martírios, MA;população 12.661;2,5%
Vitória do Mearim, MA;população 31.923;2,6%
Vitorino Freire, MA;população 30.937;3,1%
Zé Doca, MA;população 50.190;2,3%
Acauã, PI;população 6.913;2,4%
Agricolândia, PI;população 5.087;2,3%
Água Branca, PI;população 16.944;2,3%
Alagoinha do Piauí, PI;população 7.485;2,4%
Alegrete do Piauí, PI;população 5.215;2,4%
Alto Longá, PI;população 13.967;1,9%
Altos, PI;população 39.625;2,4%
Alvorada do Gurguéia, PI;população 5.249;2,2%
Amarante, PI;população 17.305;2,2%
Angical do Piauí, PI;população 6.697;2,3%
Anísio de Abreu, PI;população 9.531;2,4%
Antônio Almeida, PI;população 3.097;2,5%
Aroazes, PI;população 5.773;2,3%
Aroeiras do Itaim, PI;população 2.460;2,4%
Arraial, PI;população 4.678;2,5%
Assunção do Piauí, PI;população 7.667;2,1%
Avelino Lopes, PI;população 11.390;2,4%
Baixa Grande do Ribeiro, PI;população 11.123;2,2%
Barra D'Alcântara, PI;população 3.886;2,3%
Barras, PI;população 45.938;2,6%
Barreiras do Piauí, PI;população 3.283;2,2%
Barro Duro, PI;população 6.941;2,3%
Batalha, PI;população 26.277;2,7%
Bela Vista do Piauí, PI;população 3.902;1,9%
Belém do Piauí, PI;população 3.440;2,4%
Beneditinos, PI;população 10.021;2,3%
Bertolínia, PI;população 5.396;2,5%
Betânia do Piauí, PI;população 6.092;2,4%
Boa Hora, PI;população 6.560;2,5%
Bocaina, PI;população 4.431;2,4%
Bom Jesus, PI;população 24.092;2,8%
Bom Princípio do Piauí, PI;população 5.474;2,5%
Bonfim do Piauí, PI;população 5.531;2,4%
Boqueirão do Piauí, PI;população 6.359;2,1%
Brasileira, PI;população 8.139;2,7%
Brejo do Piauí, PI;população 3.714;2,2%
Buriti dos Lopes, PI;população 19.386;2,5%
Buriti dos Montes, PI;população 8.165;2,1%
Cabeceiras do Piauí, PI;população 10.276;2,3%
Cajazeiras do Piauí, PI;população 3.456;3,5%
Cajueiro da Praia, PI;população 7.415;2,5%
Caldeirão Grande do Piauí, PI;população 5.675;2,5%
Campinas do Piauí, PI;população 5.499;1,9%
Campo Alegre do Fidalgo, PI;população 4.883;1,4%
Campo Grande do Piauí, PI;população 5.775;2,4%
Campo Largo do Piauí, PI;população 7.058;2,5%
Campo Maior, PI;população 45.904;2,6%
Canavieira, PI;população 3.911;2,5%
Canto do Buriti, PI;população 20.619;2,7%
Capitão de Campos, PI;população 11.208;2,9%
Capitão Gervásio Oliveira, PI;população 3.993;1,4%
Caracol, PI;população 10.588;2,5%
Caraúbas do Piauí, PI;população 5.704;2,5%
Caridade do Piauí, PI;população 4.974;2,5%
Castelo do Piauí, PI;população 18.466;2%
Caxingó, PI;população 5.248;2,5%
Cocal, PI;população 27.163;2,3%
Cocal de Telha, PI;população 4.611;2,1%
Cocal dos Alves, PI;população 6.014;2,5%
Coivaras, PI;população 3.916;2,3%
Colônia do Gurguéia, PI;população 6.278;2,2%
Colônia do Piauí, PI;população 7.522;3,5%
Conceição do Canindé, PI;população 4.532;1,9%
Coronel José Dias, PI;população 4.598;2,4%
Corrente, PI;população 26.011;2,6%
Cristalândia do Piauí, PI;população 8.069;2,2%
Cristino Castro, PI;população 10.191;2,2%
Curimatá, PI;população 11.078;1,8%
Currais, PI;população 4.829;2,2%
Curralinhos, PI;população 4.318;2,3%
Curral Novo do Piauí, PI;população 5.059;2,5%
Demerval Lobão, PI;população 13.526;2%
Dirceu Arcoverde, PI;população 6.841;2,4%
Dom Expedito Lopes, PI;população 6.735;2,4%
Domingos Mourão, PI;população 4.291;2,7%
Dom Inocêncio, PI;população 9.376;2,4%
Elesbão Veloso, PI;população 14.462;2,2%
Eliseu Martins, PI;população 4.791;2,2%
Esperantina, PI;população 38.749;2,4%
Fartura do Piauí, PI;população 5.186;2,4%
Flores do Piauí, PI;população 4.395;2,5%
Floresta do Piauí, PI;população 2.513;3,5%
Floriano, PI;população 58.702;2,8%
Francinópolis, PI;população 5.268;2,3%
Francisco Ayres, PI;população 4.361;2,5%
Francisco Macedo, PI;população 3.078;2,4%
Francisco Santos, PI;população 8.993;2,4%
Fronteiras, PI;população 11.411;2%
Geminiano, PI;população 5.298;2,4%
Gilbués, PI;população 10.509;2,2%
Guadalupe, PI;população 10.340;2,1%
Guaribas, PI;população 4.472;2,4%
Hugo Napoleão, PI;população 3.811;2,3%
Ilha Grande, PI;população 9.176;2,5%
Inhuma, PI;população 15.032;1,3%
Ipiranga do Piauí, PI;população 9.569;2,3%
Isaías Coelho, PI;população 8.389;2,4%
Itainópolis, PI;população 11.330;1,7%
Itaueira, PI;população 10.818;2,5%
Jacobina do Piauí, PI;população 5.695;2,4%
Jaicós, PI;população 18.585;3%
Jardim do Mulato, PI;população 4.402;2,3%
Jatobá do Piauí, PI;população 4.756;2,1%
Jerumenha, PI;população 4.397;2,5%
João Costa, PI;população 2.968;1,4%
Joaquim Pires, PI;população 14.059;3,3%
Joca Marques, PI;população 5.282;2,8%
José de Freitas, PI;população 38.169;2%
Juazeiro do Piauí, PI;população 4.837;2,1%
Júlio Borges, PI;população 5.496;2,2%
Jurema, PI;população 4.641;2,4%
Lagoinha do Piauí, PI;população 2.757;2,3%
Lagoa Alegre, PI;população 8.290;2,3%
Lagoa do Barro do Piauí, PI;população 4.570;1,4%
Lagoa de São Francisco, PI;população 6.590;2,7%
Lagoa do Piauí, PI;população 3.963;2,3%
Lagoa do Sítio, PI;população 5.022;2,3%
Landri Sales, PI;população 5.251;2,5%
Luís Correia, PI;população 29.415;2,4%
Luzilândia, PI;população 25.028;2,3%
Madeiro, PI;população 8.075;2,8%
Manoel Emídio, PI;população 5.262;2,5%
Marcolândia, PI;população 8.186;2,5%
Marcos Parente, PI;população 4.482;2,5%
Massapê do Piauí, PI;população 6.315;2,4%
Matias Olímpio, PI;população 10.693;2,6%
Miguel Alves, PI;população 32.993;1,9%
Miguel Leão, PI;população 1.239;2,3%
Milton Brandão, PI;população 6.791;2,7%
Monsenhor Gil, PI;população 10.410;2,5%
Monsenhor Hipólito, PI;população 7.565;2,4%
Monte Alegre do Piauí, PI;população 10.441;1%
Morro Cabeça no Tempo, PI;população 4.077;2,2%
Morro do Chapéu do Piauí, PI;população 6.641;2,8%
Murici dos Portelas, PI;população 8.846;2,5%
Nazaré do Piauí, PI;população 7.279;2,5%
Nazária, PI;população 8.330;2,3%
Nossa Senhora de Nazaré, PI;população 4.723;2,1%
Nossa Senhora dos Remédios, PI;população 8.457;2,5%
Novo Oriente do Piauí, PI;população 6.493;2,3%
Novo Santo Antônio, PI;população 3.371;2,3%
Oeiras, PI;população 36.266;3,7%
Olho D'Água do Piauí, PI;população 2.390;2,3%
Padre Marcos, PI;população 6.742;2,4%
Paes Landim, PI;população 4.074;1,9%
Pajeú do Piauí, PI;população 3.479;2,2%
Palmeira do Piauí, PI;população 4.988;2,2%
Palmeirais, PI;população 14.151;2%
Paquetá, PI;população 3.909;2,4%
Parnaguá, PI;população 10.530;1,7%
Parnaíba, PI;população 149.348;2,6%
Passagem Franca do Piauí, PI;população 4.470;2,3%
Patos do Piauí, PI;população 6.241;2,4%
Pau D'Arco do Piauí, PI;população 3.914;2,3%
Paulistana, PI;população 20.133;2,4%
Pavussu, PI;população 3.645;2,5%
Pedro II, PI;população 38.014;2,2%
Pedro Laurentino, PI;população 2.472;1,4%
Nova Santa Rita, PI;população 4.276;1,4%
Picos, PI;população 76.309;2,4%
Pimenteiras, PI;população 11.900;1,6%
Pio IX, PI;população 18.023;2,5%
Piracuruca, PI;população 28.066;1,9%
Piripiri, PI;população 62.600;2,6%
Porto, PI;população 12.239;3,2%
Porto Alegre do Piauí, PI;população 2.637;2,5%
Prata do Piauí, PI;população 3.107;2,3%
Queimada Nova, PI;população 8.775;2,4%
Redenção do Gurguéia, PI;população 8.580;2,2%
Regeneração, PI;população 17.696;3%
Riacho Frio, PI;população 4.255;2,2%
Ribeira do Piauí, PI;população 4.368;1,4%
Ribeiro Gonçalves, PI;população 7.112;3%
Rio Grande do Piauí, PI;população 6.328;2,5%
Santa Cruz do Piauí, PI;população 6.119;2,4%
Santa Cruz dos Milagres, PI;população 3.910;2,3%
Santa Filomena, PI;população 6.152;2,7%
Santa Luz, PI;população 5.694;2,2%
Santana do Piauí, PI;população 4.534;2,4%
Santa Rosa do Piauí, PI;população 5.180;3,5%
Santo Antônio de Lisboa, PI;população 6.215;2,4%
Santo Antônio dos Milagres, PI;população 2.109;2,3%
Santo Inácio do Piauí, PI;população 3.713;3,5%
São Braz do Piauí, PI;população 4.367;2,4%
São Félix do Piauí, PI;população 2.931;2,3%
São Francisco de Assis do Piauí, PI;população 5.759;1,9%
São Francisco do Piauí, PI;população 6.332;2,5%
São Gonçalo do Gurguéia, PI;população 2.942;2,2%
São Gonçalo do Piauí, PI;população 4.885;2,3%
São João da Canabrava, PI;população 4.516;2,4%
São João da Fronteira, PI;população 5.873;2,7%
São João da Serra, PI;população 6.101;2,1%
São João da Varjota, PI;população 4.738;3,5%
São João do Arraial, PI;população 7.700;2,8%
São João do Piauí, PI;população 20.077;2,3%
São José do Divino, PI;população 5.237;2,7%
São José do Peixe, PI;população 3.702;2,5%
São José do Piauí, PI;população 6.615;2,4%
São Julião, PI;população 5.771;2,4%
São Lourenço do Piauí, PI;população 4.488;2,4%
São Luis do Piauí, PI;população 2.593;2,4%
São Miguel da Baixa Grande, PI;população 2.407;2,3%
São Miguel do Fidalgo, PI;população 2.994;3,5%
São Miguel do Tapuio, PI;população 18.132;2,1%
São Pedro do Piauí, PI;população 13.956;2,2%
São Raimundo Nonato, PI;população 33.613;2,8%
Sebastião Barros, PI;população 3.475;2,2%
Sebastião Leal, PI;população 4.199;2,5%
Sigefredo Pacheco, PI;população 9.799;2,1%
Simões, PI;população 14.393;2%
Simplício Mendes, PI;população 12.385;2,6%
Socorro do Piauí, PI;população 4.519;1,9%
Sussuapara, PI;população 6.504;2,4%
Tamboril do Piauí, PI;população 2.839;2,2%
Tanque do Piauí, PI;população 2.694;3,5%
Teresina, PI;população 840.600;2,6%
União, PI;população 43.511;2,6%
Uruçuí, PI;população 20.902;3,1%
Valença do Piauí, PI;população 20.555;2,1%
Várzea Branca, PI;população 4.899;2,4%
Várzea Grande, PI;população 4.339;2,3%
Vera Mendes, PI;população 3.023;2,4%
Vila Nova do Piauí, PI;população 2.987;2,4%
Wall Ferraz, PI;população 4.365;2,4%
Abaiara, CE;população 11.226;2,7%
Acarape, CE;população 16.153;2,4%
Acaraú, CE;população 60.684;2,3%
Acopiara, CE;população 52.903;2,3%
Aiuaba, CE;população 16.893;3%
Alcântaras, CE;população 11.247;2,3%
Altaneira, CE;população 7.271;2,8%
Alto Santo, CE;população 16.823;2,2%
Amontada, CE;população 41.672;2,4%
Antonina do Norte, CE;população 7.200;2,8%
Apuiarés, CE;população 14.483;1,8%
Aquiraz, CE;população 76.967;2,5%
Aracati, CE;população 72.248;2,2%
Aracoiaba, CE;população 26.062;2,8%
Ararendá, CE;população 10.750;3,8%
Araripe, CE;população 21.230;3,2%
Aratuba, CE;população 11.419;1,6%
Arneiroz, CE;população 7.768;2,4%
Assaré, CE;população 23.058;3,2%
Aurora, CE;população 24.658;2,5%
Baixio, CE;população 6.182;2,8%
Banabuiú, CE;população 17.842;2,4%
Barbalha, CE;população 58.347;3,3%
Barreira, CE;população 20.532;2,5%
Barro, CE;população 22.193;2,3%
Barroquinha, CE;população 14.800;1,9%
Baturité, CE;população 34.735;1,9%
Beberibe, CE;população 51.885;2,4%
Bela Cruz, CE;população 31.956;1,6%
Boa Viagem, CE;população 53.725;2,4%
Brejo Santo, CE;população 47.645;2,9%
Camocim, CE;população 62.201;2,2%
Campos Sales, CE;população 27.077;2,2%
Canindé, CE;população 76.724;2,5%
Capistrano, CE;população 17.523;2,8%
Caridade, CE;população 21.524;2,6%
Cariré, CE;população 18.637;2,3%
Caririaçu, CE;população 26.840;2,6%
Cariús, CE;população 18.813;2,6%
Carnaubal, CE;população 17.374;2,3%
Cascavel, CE;população 69.498;2,4%
Catarina, CE;população 19.882;3%
Catunda, CE;população 10.257;2,5%
Caucaia, CE;população 349.526;2,4%
Cedro, CE;população 24.986;3,2%
Chaval, CE;população 12.888;2,8%
Choró, CE;população 13.246;2%
Chorozinho, CE;população 19.189;2,7%
Coreaú, CE;população 22.773;3%
Crateús, CE;população 74.188;2,4%
Crato, CE;população 127.657;2,7%
Croatá, CE;população 17.650;2,9%
Cruz, CE;população 23.514;2,3%
Deputado Irapuan Pinheiro, CE;população 9.403;2,4%
Ererê, CE;população 7.073;2,5%
Eusébio, CE;população 50.308;2,6%
Farias Brito, CE;população 18.937;2,9%
Forquilha, CE;população 23.276;2,1%
Fortaleza, CE;população 2.571.896;2,5%
Fortim, CE;população 15.781;2,5%
Frecheirinha, CE;população 13.473;2%
General Sampaio, CE;população 6.679;2,4%
Graça, CE;população 15.287;1,8%
Granja, CE;população 53.682;2,1%
Granjeiro, CE;população 4.531;2,8%
Groaíras, CE;população 10.759;2,1%
Guaiúba, CE;população 25.581;2,3%
Guaraciaba do Norte, CE;população 38.995;2,8%
Guaramiranga, CE;população 3.812;2,4%
Hidrolândia, CE;população 19.970;2,6%
Horizonte, CE;população 62.002;2,2%
Ibaretama, CE;população 13.172;1,8%
Ibiapina, CE;população 24.555;2,6%
Ibicuitinga, CE;população 12.012;3,1%
Icapuí, CE;população 19.276;2,6%
Icó, CE;população 67.045;2,7%
Iguatu, CE;população 100.733;2,3%
Independência, CE;população 25.952;2,5%
Ipaporanga, CE;população 11.500;3,2%
Ipaumirim, CE;população 12.281;2,9%
Ipu, CE;população 41.292;2,9%
Ipueiras, CE;população 38.089;3,1%
Iracema, CE;população 14.042;2,7%
Irauçuba, CE;população 23.376;1,9%
Itaiçaba, CE;população 7.612;2,3%
Itaitinga, CE;população 38.131;2,4%
Itapagé, CE;população 50.671;1,7%
Itapipoca, CE;população 123.613;2,3%
Itapiúna, CE;população 19.570;2,1%
Itarema, CE;população 39.955;2%
Itatira, CE;população 20.077;3,2%
Jaguaretama, CE;população 18.018;2,6%
Jaguaribara, CE;população 10.999;2,3%
Jaguaribe, CE;população 34.621;3,3%
Jaguaruana, CE;população 33.324;2%
Jardim, CE;população 27.069;2,6%
Jati, CE;população 7.785;2,8%
Jijoca de Jericoacoara, CE;população 18.616;2,1%
Juazeiro do Norte, CE;população 263.704;2,9%
Jucás, CE;população 24.417;2,4%
Lavras da Mangabeira, CE;população 31.409;2,5%
Limoeiro do Norte, CE;população 57.782;2,2%
Madalena, CE;população 19.225;1,9%
Maracanaú, CE;população 219.749;2,5%
Maranguape, CE;população 122.020;2,8%
Marco, CE;população 26.219;2,3%
Martinópole, CE;população 10.796;1,8%
Massapê, CE;população 37.214;2,1%
Mauriti, CE;população 45.881;2,8%
Meruoca, CE;população 14.529;2,6%
Milagres, CE;população 28.419;3,1%
Milhã, CE;população 13.188;2%
Miraíma, CE;população 13.345;2,9%
Missão Velha, CE;população 35.150;3,3%
Mombaça, CE;população 43.557;2,5%
Monsenhor Tabosa, CE;população 16.998;2,4%
Morada Nova, CE;população 62.091;2,6%
Moraújo, CE;população 8.457;2,5%
Morrinhos, CE;população 21.737;2,4%
Mucambo, CE;população 14.346;2,5%
Mulungu, CE;população 12.364;2,2%
Nova Olinda, CE;população 15.048;2,8%
Nova Russas, CE;população 31.783;2,4%
Novo Oriente, CE;população 28.149;3,2%
Ocara, CE;população 24.979;2,3%
Orós, CE;população 21.447;2,3%
Pacajus, CE;população 67.678;2,3%
Pacatuba, CE;população 79.077;2,3%
Pacoti, CE;população 11.884;2,3%
Pacujá, CE;população 6.150;2,5%
Palhano, CE;população 9.169;2,8%
Palmácia, CE;população 12.762;1,7%
Paracuru, CE;população 33.178;2,6%
Paraipaba, CE;população 31.705;2,3%
Parambu, CE;população 31.376;2,5%
Paramoti, CE;população 11.533;2,8%
Pedra Branca, CE;população 42.696;2,6%
Penaforte, CE;população 8.743;2,8%
Pentecoste, CE;população 36.611;2%
Pereiro, CE;população 16.089;2,9%
Pindoretama, CE;população 19.975;3,2%
Piquet Carneiro, CE;população 16.318;2,7%
Pires Ferreira, CE;população 10.616;3,1%
Poranga, CE;população 12.214;2,6%
Porteiras, CE;população 15.058;2,8%
Potengi, CE;população 10.722;3%
Potiretama, CE;população 6.299;2,5%
Quiterianópolis, CE;população 20.600;2,3%
Quixadá, CE;população 84.684;2,6%
Quixelô, CE;população 14.997;2,5%
Quixeramobim, CE;população 76.386;2,6%
Quixeré, CE;população 21.410;2%
Redenção, CE;população 27.182;2,6%
Reriutaba, CE;população 19.145;3%
Russas, CE;população 74.243;2,4%
Saboeiro, CE;população 15.793;2,1%
Salitre, CE;população 16.070;2,8%
Santana do Acaraú, CE;população 31.369;2,4%
Santana do Cariri, CE;população 17.457;3,6%
Santa Quitéria, CE;população 43.359;3%
São Benedito, CE;população 45.917;2,3%
São Gonçalo do Amarante, CE;população 46.783;2,3%
São João do Jaguaribe, CE;população 7.774;2,5%
São Luís do Curu, CE;população 12.713;2,1%
Senador Pompeu, CE;população 26.600;2,7%
Senador Sá, CE;população 7.290;2,5%
Sobral, CE;população 199.750;2,2%
Solonópole, CE;população 18.060;2,2%
Tabuleiro do Norte, CE;população 30.143;2,4%
Tamboril, CE;população 25.635;2,1%
Tarrafas, CE;população 8.923;2,8%
Tauá, CE;população 57.478;2,6%
Tejuçuoca, CE;população 18.301;2,6%
Tianguá, CE;população 72.803;3%
Trairi, CE;população 53.998;2,4%
Tururu, CE;população 15.413;2,3%
Ubajara, CE;população 33.505;1,7%
Umari, CE;população 7.662;2,8%
Umirim, CE;população 19.437;1,6%
Uruburetama, CE;população 20.991;2,1%
Uruoca, CE;população 13.435;2,5%
Varjota, CE;população 18.081;3,2%
Várzea Alegre, CE;população 39.861;3%
Viçosa do Ceará, CE;população 58.332;2,7%
Acari, RN;população 11.349;2,2%
Açu, RN;população 56.829;2,2%
Afonso Bezerra, RN;população 11.197;2,6%
Água Nova, RN;população 3.183;2,4%
Alexandria, RN;população 13.864;3%
Almino Afonso, RN;população 4.922;2,5%
Alto do Rodrigues, RN;população 13.680;1,8%
Angicos, RN;população 11.906;2,6%
