Cantanhede, MA;população 21.299;49,2%
Capinzal do Norte, MA;população 10.725;46,2%
Carolina, MA;população 23.902;45,5%
Carutapera, MA;população 23.021;31,4%
Caxias, MA;população 160.291;44,5%
Cedral, MA;população 10.435;25,2%
Central do Maranhão, MA;população 8.354;41,5%
Centro do Guilherme, MA;população 12.713;50,3%
Centro Novo do Maranhão, MA;população 20.707;47,6%
Chapadinha, MA;população 76.972;49,1%
Cidelândia, MA;população 14.238;49,5%
Codó, MA;população 119.962;47,2%
Coelho Neto, MA;população 48.078;44,3%
Colinas, MA;população 40.097;48,5%
Conceição do Lago-Açu, MA;população 15.554;43,5%
Coroatá, MA;população 63.497;50,3%
Cururupu, MA;população 31.027;45,7%
Davinópolis, MA;população 12.650;49,6%
Dom Pedro, MA;população 22.863;48,4%
Duque Bacelar, MA;população 11.015;54%
Esperantinópolis, MA;população 17.238;45,9%
Estreito, MA;população 39.805;43,1%
Feira Nova do Maranhão, MA;população 8.293;45,3%
Fernando Falcão, MA;população 9.932;51,3%
Formosa da Serra Negra, MA;população 18.337;48,6%
Fortaleza dos Nogueiras, MA;população 12.360;43,3%
Fortuna, MA;população 15.226;42,7%
Godofredo Viana, MA;população 11.262;40,9%
Gonçalves Dias, MA;população 17.576;53,2%
Governador Archer, MA;população 10.531;41,1%
Governador Edison Lobão, MA;população 17.430;46,7%
Governador Eugênio Barros, MA;população 16.386;45,4%
Governador Luiz Rocha, MA;população 7.580;45,9%
Governador Newton Bello, MA;população 10.060;48,5%
Governador Nunes Freire, MA;população 25.188;43,4%
Graça Aranha, MA;população 6.147;45,9%
Grajaú, MA;população 66.013;42,8%
Guimarães, MA;população 11.881;41,5%
Humberto de Campos, MA;população 27.679;39,9%
Icatu, MA;população 26.240;42,6%
Igarapé do Meio, MA;população 13.567;51,8%
Igarapé Grande, MA;população 11.533;45,3%
Imperatriz, MA;população 252.320;45,5%
Itaipava do Grajaú, MA;população 14.298;50,1%
Itapecuru Mirim, MA;população 65.713;48,5%
Itinga do Maranhão, MA;população 25.357;47,4%
Jatobá, MA;população 9.596;46,8%
Jenipapo dos Vieiras, MA;população 16.015;55%
João Lisboa, MA;população 23.338;46,8%
Joselândia, MA;população 15.792;47,7%
Junco do Maranhão, MA;população 3.539;44,2%
Lago da Pedra, MA;população 48.511;49,9%
Lago do Junco, MA;população 10.565;49,7%
Lago Verde, MA;população 15.820;43,4%
Lagoa do Mato, MA;população 11.005;58,9%
Lago dos Rodrigues, MA;população 8.745;47,3%
Lagoa Grande do Maranhão, MA;população 12.822;38,2%
Lajeado Novo, MA;população 7.287;47,8%
Lima Campos, MA;população 11.612;47,1%
Loreto, MA;população 11.795;41,7%
Luís Domingues, MA;população 6.744;37,5%
Magalhães de Almeida, MA;população 18.982;45,8%
Maracaçumé, MA;população 20.549;44,2%
Marajá do Sena, MA;população 7.689;45,5%
Maranhãozinho, MA;população 15.384;43,8%
Mata Roma, MA;população 16.169;46,2%
Matinha, MA;população 22.673;47,3%
Matões, MA;população 32.773;43,3%
Matões do Norte, MA;população 15.758;43,1%
Milagres do Maranhão, MA;população 8.261;44,1%
Mirador, MA;população 20.586;48,7%
Miranda do Norte, MA;população 26.979;49,1%
Mirinzal, MA;população 14.570;42,4%
Monção, MA;população 32.516;49,8%
Montes Altos, MA;população 9.102;47,8%
Morros, MA;população 18.747;41,4%
Nina Rodrigues, MA;população 13.746;40,7%
Nova Colinas, MA;população 5.183;45,3%
Nova Iorque, MA;população 4.595;45,6%
Nova Olinda do Maranhão, MA;população 20.184;47,1%
Olho d'Água das Cunhãs, MA;população 19.009;61,2%
Olinda Nova do Maranhão, MA;população 14.110;41,9%
Paço do Lumiar, MA;população 115.693;40%
Palmeirândia, MA;população 19.213;42,8%
Paraibano, MA;população 20.768;41,4%
Parnarama, MA;população 34.018;51,4%
Passagem Franca, MA;população 18.387;42,1%
Pastos Bons, MA;população 18.848;50,2%
Paulino Neves, MA;população 15.427;41,7%
Paulo Ramos, MA;população 20.539;49,3%
Pedreiras, MA;população 38.582;47,4%
Pedro do Rosário, MA;população 24.183;52,2%
Penalva, MA;população 36.899;47,4%
Peri Mirim, MA;população 13.989;38,9%
Peritoró, MA;população 22.369;48,2%
Pindaré-Mirim, MA;população 32.037;47,5%
Pinheiro, MA;população 80.917;44,3%
Pio XII, MA;população 21.333;46,2%
Pirapemas, MA;população 18.053;53,4%
Poção de Pedras, MA;população 18.191;41,9%
Porto Franco, MA;população 22.956;47,2%
Porto Rico do Maranhão, MA;população 5.909;41,5%
Presidente Dutra, MA;população 46.369;43,1%
Presidente Juscelino, MA;população 12.255;43,8%
Presidente Médici, MA;população 6.755;44,2%
Presidente Sarney, MA;população 18.210;43,4%
Presidente Vargas, MA;população 11.206;44,4%
Primeira Cruz, MA;população 14.758;43,6%
Raposa, MA;população 29.167;42,5%
Riachão, MA;população 19.926;46,3%
Ribamar Fiquene, MA;população 7.563;47,8%
Rosário, MA;população 41.349;41,8%
Sambaíba, MA;população 5.546;45,3%
Santa Filomena do Maranhão, MA;população 7.503;45,9%
Santa Helena, MA;população 40.518;42,2%
Santa Inês, MA;população 82.680;47,6%
Santa Luzia, MA;população 75.762;47,6%
Santa Luzia do Paruá, MA;população 24.507;46%
Santa Quitéria do Maranhão, MA;população 24.879;41,3%
Santa Rita, MA;população 35.364;41%
Santana do Maranhão, MA;população 12.761;43,8%
Santo Amaro do Maranhão, MA;população 15.110;36,7%
Santo Antônio dos Lopes, MA;população 14.270;46,7%
São Benedito do Rio Preto, MA;população 18.189;47,1%
São Bento, MA;população 43.447;45,6%
São Bernardo, MA;população 27.599;49,7%
São Domingos do Azeitão, MA;população 7.187;42,7%
São Domingos do Maranhão, MA;população 33.716;42,6%
São Félix de Balsas, MA;população 4.554;45,3%
São Francisco do Brejão, MA;população 11.242;43,8%
São Francisco do Maranhão, MA;população 11.961;46,3%
São João Batista, MA;população 20.195;46,8%
São João do Carú, MA;população 15.558;46,9%
São João do Paraíso, MA;população 10.933;44,5%
São João do Soter, MA;população 17.956;53%
São João dos Patos, MA;população 25.287;44,2%
São José de Ribamar, MA;população 172.402;40,7%
São José dos Basílios, MA;população 7.501;45,9%
São Luís, MA;população 1.064.197;37,8%
São Luís Gonzaga do Maranhão, MA;população 18.807;44,2%
São Mateus do Maranhão, MA;população 40.341;44%
São Pedro da Água Branca, MA;população 12.349;50%
São Pedro dos Crentes, MA;população 4.542;45,3%
São Raimundo das Mangabeiras, MA;população 18.255;48,1%
São Raimundo do Doca Bezerra, MA;população 5.387;51,3%
São Roberto, MA;população 6.432;47,3%
São Vicente Ferrer, MA;população 21.591;42%
Satubinha, MA;população 13.231;42%
Senador Alexandre Costa, MA;população 10.763;47,1%
Senador La Rocque, MA;população 14.195;49%
Serrano do Maranhão, MA;população 10.758;42,4%
Sítio Novo, MA;população 17.559;40,6%
Sucupira do Norte, MA;população 10.444;50,9%
Sucupira do Riachão, MA;população 5.519;45,6%
Tasso Fragoso, MA;população 8.219;45,3%
Timbiras, MA;população 28.442;42,1%
Timon, MA;população 163.342;42,7%
Trizidela do Vale, MA;população 20.747;49,2%
Tufilândia, MA;população 5.699;46,9%
Tuntum, MA;população 40.566;49,7%
Turiaçu, MA;população 34.694;43,9%
Turilândia, MA;população 24.559;48,6%
Tutóia, MA;população 56.501;43%
Urbano Santos, MA;população 31.840;42,2%
Vargem Grande, MA;população 53.918;41%
Viana, MA;população 50.976;49,2%
Vila Nova dos Martírios, MA;população 12.661;51,5%
Vitória do Mearim, MA;população 31.923;41,7%
Vitorino Freire, MA;população 30.937;52%
Zé Doca, MA;população 50.190;50,2%
Acauã, PI;população 6.913;36,7%
Agricolândia, PI;população 5.087;40,5%
Água Branca, PI;população 16.944;40,5%
Alagoinha do Piauí, PI;população 7.485;38%
Alegrete do Piauí, PI;população 5.215;38%
Alto Longá, PI;população 13.967;30,4%
Altos, PI;população 39.625;39,9%
Alvorada do Gurguéia, PI;população 5.249;40,9%
Amarante, PI;população 17.305;50,7%
Angical do Piauí, PI;população 6.697;40,5%
Anísio de Abreu, PI;população 9.531;36,9%
Antônio Almeida, PI;população 3.097;41,1%
Aroazes, PI;população 5.773;40,5%
Aroeiras do Itaim, PI;população 2.460;38%
Arraial, PI;população 4.678;41,1%
Assunção do Piauí, PI;população 7.667;34%
Avelino Lopes, PI;população 11.390;27,1%
Baixa Grande do Ribeiro, PI;população 11.123;41,7%
Barra D'Alcântara, PI;população 3.886;40,5%
Barras, PI;população 45.938;45,2%
Barreiras do Piauí, PI;população 3.283;45,3%
Barro Duro, PI;população 6.941;40,5%
Batalha, PI;população 26.277;43,2%
Bela Vista do Piauí, PI;população 3.902;33,9%
Belém do Piauí, PI;população 3.440;38%
Beneditinos, PI;população 10.021;40,5%
Bertolínia, PI;população 5.396;41,1%
Betânia do Piauí, PI;população 6.092;36,7%
Boa Hora, PI;população 6.560;47,1%
Bocaina, PI;população 4.431;38%
Bom Jesus, PI;população 24.092;43,5%
Bom Princípio do Piauí, PI;população 5.474;45,1%
Bonfim do Piauí, PI;população 5.531;36,9%
Boqueirão do Piauí, PI;população 6.359;34%
Brasileira, PI;população 8.139;36%
Brejo do Piauí, PI;população 3.714;34,4%
Buriti dos Lopes, PI;população 19.386;43,9%
Buriti dos Montes, PI;população 8.165;34%
Cabeceiras do Piauí, PI;população 10.276;40,5%
Cajazeiras do Piauí, PI;população 3.456;28,9%
Cajueiro da Praia, PI;população 7.415;45,1%
Caldeirão Grande do Piauí, PI;população 5.675;43,1%
Campinas do Piauí, PI;população 5.499;33,9%
Campo Alegre do Fidalgo, PI;população 4.883;34,6%
Campo Grande do Piauí, PI;população 5.775;38%
Campo Largo do Piauí, PI;população 7.058;47,1%
Campo Maior, PI;população 45.904;40,8%
Canavieira, PI;população 3.911;41,1%
Canto do Buriti, PI;população 20.619;40,7%
Capitão de Campos, PI;população 11.208;33%
Capitão Gervásio Oliveira, PI;população 3.993;34,6%
Caracol, PI;população 10.588;36%
Caraúbas do Piauí, PI;população 5.704;45,1%
Caridade do Piauí, PI;população 4.974;43,1%
Castelo do Piauí, PI;população 18.466;32,3%
Caxingó, PI;população 5.248;45,1%
Cocal, PI;população 27.163;49,5%
Cocal de Telha, PI;população 4.611;34%
Cocal dos Alves, PI;população 6.014;45,1%
Coivaras, PI;população 3.916;40,5%
Colônia do Gurguéia, PI;população 6.278;40,9%
Colônia do Piauí, PI;população 7.522;28,9%
Conceição do Canindé, PI;população 4.532;33,9%
Coronel José Dias, PI;população 4.598;36,9%
Corrente, PI;população 26.011;45,1%
Cristalândia do Piauí, PI;população 8.069;45,3%
Cristino Castro, PI;população 10.191;40,9%
Curimatá, PI;população 11.078;44,5%
Currais, PI;população 4.829;40,9%
Curralinhos, PI;população 4.318;40,5%
Curral Novo do Piauí, PI;população 5.059;43,1%
Demerval Lobão, PI;população 13.526;36,3%
Dirceu Arcoverde, PI;população 6.841;36,9%
Dom Expedito Lopes, PI;população 6.735;38%
Domingos Mourão, PI;população 4.291;36%
Dom Inocêncio, PI;população 9.376;36,9%
Elesbão Veloso, PI;população 14.462;42%
Eliseu Martins, PI;população 4.791;34,4%
Esperantina, PI;população 38.749;41%
Fartura do Piauí, PI;população 5.186;36,9%
Flores do Piauí, PI;população 4.395;41,1%
Floresta do Piauí, PI;população 2.513;28,9%
Floriano, PI;população 58.702;43,2%
Francinópolis, PI;população 5.268;40,5%
Francisco Ayres, PI;população 4.361;41,1%
Francisco Macedo, PI;população 3.078;38%
Francisco Santos, PI;população 8.993;38%
Fronteiras, PI;população 11.411;45,5%
Geminiano, PI;população 5.298;38%
Gilbués, PI;população 10.509;46,2%
Guadalupe, PI;população 10.340;48,1%
Guaribas, PI;população 4.472;36,9%
Hugo Napoleão, PI;população 3.811;40,5%
Ilha Grande, PI;população 9.176;45,1%
Inhuma, PI;população 15.032;32,3%
Ipiranga do Piauí, PI;população 9.569;37,2%
Isaías Coelho, PI;população 8.389;38%
Itainópolis, PI;população 11.330;39,9%
Itaueira, PI;população 10.818;34,7%
Jacobina do Piauí, PI;população 5.695;36,7%
Jaicós, PI;população 18.585;33,8%
Jardim do Mulato, PI;população 4.402;40,5%
Jatobá do Piauí, PI;população 4.756;34%
Jerumenha, PI;população 4.397;41,1%
João Costa, PI;população 2.968;34,6%
Joaquim Pires, PI;população 14.059;44,4%
Joca Marques, PI;população 5.282;41,5%
José de Freitas, PI;população 38.169;41,3%
Juazeiro do Piauí, PI;população 4.837;34%
Júlio Borges, PI;população 5.496;40,9%
Jurema, PI;população 4.641;36,9%
Lagoinha do Piauí, PI;população 2.757;40,5%
Lagoa Alegre, PI;população 8.290;40,5%
Lagoa do Barro do Piauí, PI;população 4.570;34,6%
Lagoa de São Francisco, PI;população 6.590;36%
Lagoa do Piauí, PI;população 3.963;40,5%
Lagoa do Sítio, PI;população 5.022;37,2%
Landri Sales, PI;população 5.251;41,1%
Luís Correia, PI;população 29.415;42,4%
Luzilândia, PI;população 25.028;43,9%
Madeiro, PI;população 8.075;41,5%
Manoel Emídio, PI;população 5.262;41,1%
Marcolândia, PI;população 8.186;43,1%
Marcos Parente, PI;população 4.482;41,1%
Massapê do Piauí, PI;população 6.315;38%
Matias Olímpio, PI;população 10.693;43,8%
Miguel Alves, PI;população 32.993;43,5%
Miguel Leão, PI;população 1.239;40,5%
Milton Brandão, PI;população 6.791;36%
Monsenhor Gil, PI;população 10.410;39,4%
Monsenhor Hipólito, PI;população 7.565;38%
Monte Alegre do Piauí, PI;população 10.441;48,5%
Morro Cabeça no Tempo, PI;população 4.077;40,9%
Morro do Chapéu do Piauí, PI;população 6.641;41,5%
Murici dos Portelas, PI;população 8.846;45,1%
Nazaré do Piauí, PI;população 7.279;41,1%
Nazária, PI;população 8.330;40,5%
Nossa Senhora de Nazaré, PI;população 4.723;34%
Nossa Senhora dos Remédios, PI;população 8.457;47,1%
Novo Oriente do Piauí, PI;população 6.493;37,2%
Novo Santo Antônio, PI;população 3.371;40,5%
Oeiras, PI;população 36.266;37,5%
Olho D'Água do Piauí, PI;população 2.390;40,5%
Padre Marcos, PI;população 6.742;38%
Paes Landim, PI;população 4.074;33,9%
Pajeú do Piauí, PI;população 3.479;34,4%
Palmeira do Piauí, PI;população 4.988;40,9%
Palmeirais, PI;população 14.151;49,5%
Paquetá, PI;população 3.909;38%
Parnaguá, PI;população 10.530;41,6%
Parnaíba, PI;população 149.348;45,1%
Passagem Franca do Piauí, PI;população 4.470;40,5%
Patos do Piauí, PI;população 6.241;36,7%
Pau D'Arco do Piauí, PI;população 3.914;40,5%
Paulistana, PI;população 20.133;39,2%
Pavussu, PI;população 3.645;41,1%
Pedro II, PI;população 38.014;33,8%
Pedro Laurentino, PI;população 2.472;34,6%
Nova Santa Rita, PI;população 4.276;34,6%
Picos, PI;população 76.309;40,5%
Pimenteiras, PI;população 11.900;38,9%
Pio IX, PI;população 18.023;45,8%
Piracuruca, PI;população 28.066;47,3%
Piripiri, PI;população 62.600;39,4%
Porto, PI;população 12.239;44,5%
Porto Alegre do Piauí, PI;população 2.637;41,1%
Prata do Piauí, PI;população 3.107;40,5%
Queimada Nova, PI;população 8.775;36,7%
Redenção do Gurguéia, PI;população 8.580;40,9%
Regeneração, PI;população 17.696;47,6%
Riacho Frio, PI;população 4.255;45,3%
Ribeira do Piauí, PI;população 4.368;34,6%
Ribeiro Gonçalves, PI;população 7.112;42,7%
Rio Grande do Piauí, PI;população 6.328;41,1%
Santa Cruz do Piauí, PI;população 6.119;38%
Santa Cruz dos Milagres, PI;população 3.910;40,5%
Santa Filomena, PI;população 6.152;45,3%
Santa Luz, PI;população 5.694;40,9%
Santana do Piauí, PI;população 4.534;38%
Santa Rosa do Piauí, PI;população 5.180;28,9%
Santo Antônio de Lisboa, PI;população 6.215;38%
Santo Antônio dos Milagres, PI;população 2.109;40,5%
Santo Inácio do Piauí, PI;população 3.713;28,9%
São Braz do Piauí, PI;população 4.367;36,9%
São Félix do Piauí, PI;população 2.931;40,5%
São Francisco de Assis do Piauí, PI;população 5.759;33,9%
São Francisco do Piauí, PI;população 6.332;41,1%
São Gonçalo do Gurguéia, PI;população 2.942;45,3%
São Gonçalo do Piauí, PI;população 4.885;40,5%
São João da Canabrava, PI;população 4.516;38%
São João da Fronteira, PI;população 5.873;36%
São João da Serra, PI;população 6.101;34%
São João da Varjota, PI;população 4.738;28,9%
São João do Arraial, PI;população 7.700;41,5%
São João do Piauí, PI;população 20.077;41,7%
São José do Divino, PI;população 5.237;36%
São José do Peixe, PI;população 3.702;41,1%
São José do Piauí, PI;população 6.615;38%
São Julião, PI;população 5.771;38%
São Lourenço do Piauí, PI;população 4.488;36,9%
São Luis do Piauí, PI;população 2.593;38%
São Miguel da Baixa Grande, PI;população 2.407;40,5%
São Miguel do Fidalgo, PI;população 2.994;28,9%
São Miguel do Tapuio, PI;população 18.132;40,3%
São Pedro do Piauí, PI;população 13.956;36,1%
São Raimundo Nonato, PI;população 33.613;44,1%
Sebastião Barros, PI;população 3.475;45,3%
Sebastião Leal, PI;população 4.199;41,1%
Sigefredo Pacheco, PI;população 9.799;34%
Simões, PI;população 14.393;45,7%
Simplício Mendes, PI;população 12.385;36,8%
Socorro do Piauí, PI;população 4.519;33,9%
Sussuapara, PI;população 6.504;38%
Tamboril do Piauí, PI;população 2.839;34,4%
Tanque do Piauí, PI;população 2.694;28,9%
Teresina, PI;população 840.600;40,4%
União, PI;população 43.511;37,9%
Uruçuí, PI;população 20.902;42,8%
Valença do Piauí, PI;população 20.555;38,9%
Várzea Branca, PI;população 4.899;36,9%
Várzea Grande, PI;população 4.339;40,5%
Vera Mendes, PI;população 3.023;38%
Vila Nova do Piauí, PI;população 2.987;38%
Wall Ferraz, PI;população 4.365;38%
Abaiara, CE;população 11.226;40,9%
Acarape, CE;população 16.153;16,7%
Acaraú, CE;população 60.684;27,4%
Acopiara, CE;população 52.903;31,1%
Aiuaba, CE;população 16.893;40,1%
Alcântaras, CE;população 11.247;23,2%
Altaneira, CE;população 7.271;37,2%
Alto Santo, CE;população 16.823;27,8%
Amontada, CE;população 41.672;13,2%
Antonina do Norte, CE;população 7.200;37,2%
Apuiarés, CE;população 14.483;13,8%
Aquiraz, CE;população 76.967;12,2%
Aracati, CE;população 72.248;29,1%
Aracoiaba, CE;população 26.062;19%
Ararendá, CE;população 10.750;39%
Araripe, CE;população 21.230;34,8%
Aratuba, CE;população 11.419;17,4%
Arneiroz, CE;população 7.768;17,8%
Assaré, CE;população 23.058;33,2%
Aurora, CE;população 24.658;36%
Baixio, CE;população 6.182;33,7%
Banabuiú, CE;população 17.842;18,7%
Barbalha, CE;população 58.347;36,7%
Barreira, CE;população 20.532;21%
Barro, CE;população 22.193;37,4%
Barroquinha, CE;população 14.800;34,9%
Baturité, CE;população 34.735;21,1%
Beberibe, CE;população 51.885;17,4%
Bela Cruz, CE;população 31.956;25,5%
Boa Viagem, CE;população 53.725;20,8%
Brejo Santo, CE;população 47.645;40%
Camocim, CE;população 62.201;33,1%
Campos Sales, CE;população 27.077;36,9%
Canindé, CE;população 76.724;20,9%
Capistrano, CE;população 17.523;20,8%
Caridade, CE;população 21.524;20,2%
Cariré, CE;população 18.637;38,9%
Caririaçu, CE;população 26.840;36,3%
Cariús, CE;população 18.813;37,3%
Carnaubal, CE;população 17.374;43,3%
Cascavel, CE;população 69.498;16,3%
Catarina, CE;população 19.882;23,7%
Catunda, CE;população 10.257;34,8%
Caucaia, CE;população 349.526;13,2%
Cedro, CE;população 24.986;27,9%
Chaval, CE;população 12.888;35%
Choró, CE;população 13.246;23,7%
Chorozinho, CE;população 19.189;18,6%
Coreaú, CE;população 22.773;32,1%
Crateús, CE;população 74.188;30,9%
Crato, CE;população 127.657;40,9%
Croatá, CE;população 17.650;33,4%
Cruz, CE;população 23.514;12,8%
Deputado Irapuan Pinheiro, CE;população 9.403;19,7%
Ererê, CE;população 7.073;25,5%
Eusébio, CE;população 50.308;11,7%
Farias Brito, CE;população 18.937;40,2%
Forquilha, CE;população 23.276;39,4%
Fortaleza, CE;população 2.571.896;13,4%
Fortim, CE;população 15.781;23,7%
Frecheirinha, CE;população 13.473;42,5%
General Sampaio, CE;população 6.679;17,8%
Graça, CE;população 15.287;41,5%
Granja, CE;população 53.682;32,9%
Granjeiro, CE;população 4.531;37,2%
Groaíras, CE;população 10.759;40,4%
Guaiúba, CE;população 25.581;12,5%
Guaraciaba do Norte, CE;população 38.995;42,7%
Guaramiranga, CE;população 3.812;17,8%
Hidrolândia, CE;população 19.970;40,9%
Horizonte, CE;população 62.002;15,5%
Ibaretama, CE;população 13.172;23,4%
Ibiapina, CE;população 24.555;36,7%
Ibicuitinga, CE;população 12.012;17,1%
Icapuí, CE;população 19.276;28,4%
Icó, CE;população 67.045;31,8%
Iguatu, CE;população 100.733;31,9%
Independência, CE;população 25.952;31,7%
Ipaporanga, CE;população 11.500;30,9%
Ipaumirim, CE;população 12.281;38,4%
Ipu, CE;população 41.292;41,5%
Ipueiras, CE;população 38.089;39%
Iracema, CE;população 14.042;25,8%
Irauçuba, CE;população 23.376;17,5%
Itaiçaba, CE;população 7.612;29,1%
Itaitinga, CE;população 38.131;12,6%
Itapagé, CE;população 50.671;17,7%
Itapipoca, CE;população 123.613;15,1%
Itapiúna, CE;população 19.570;17%
Itarema, CE;população 39.955;17,9%
Itatira, CE;população 20.077;17,7%
Jaguaretama, CE;população 18.018;14,3%
Jaguaribara, CE;população 10.999;22,4%
Jaguaribe, CE;população 34.621;24,9%
Jaguaruana, CE;população 33.324;33,9%
Jardim, CE;população 27.069;34,9%
Jati, CE;população 7.785;37,2%
Jijoca de Jericoacoara, CE;população 18.616;19%
Juazeiro do Norte, CE;população 263.704;38,4%
Jucás, CE;população 24.417;30,6%
Lavras da Mangabeira, CE;população 31.409;37,3%
Limoeiro do Norte, CE;população 57.782;30,4%
Madalena, CE;população 19.225;24,2%
Maracanaú, CE;população 219.749;12,3%
Maranguape, CE;população 122.020;12,4%
Marco, CE;população 26.219;32,4%
Martinópole, CE;população 10.796;27,7%
Massapê, CE;população 37.214;28,9%
Mauriti, CE;população 45.881;39,6%
Meruoca, CE;população 14.529;28,6%
Milagres, CE;população 28.419;34,2%
Milhã, CE;população 13.188;11,6%
Miraíma, CE;população 13.345;26,7%
Missão Velha, CE;população 35.150;40,1%
Mombaça, CE;população 43.557;12,8%
Monsenhor Tabosa, CE;população 16.998;30,6%
Morada Nova, CE;população 62.091;23,8%
Moraújo, CE;população 8.457;34,8%
Morrinhos, CE;população 21.737;21,5%
Mucambo, CE;população 14.346;30,3%
Mulungu, CE;população 12.364;20%
Nova Olinda, CE;população 15.048;36,9%
Nova Russas, CE;população 31.783;41%
Novo Oriente, CE;população 28.149;31,4%
Ocara, CE;população 24.979;16,1%
Orós, CE;população 21.447;29,6%
Pacajus, CE;população 67.678;19,9%
Pacatuba, CE;população 79.077;13,1%
Pacoti, CE;população 11.884;23,4%
Pacujá, CE;população 6.150;34,8%
Palhano, CE;população 9.169;25,5%
Palmácia, CE;população 12.762;16%
Paracuru, CE;população 33.178;17,8%
Paraipaba, CE;população 31.705;15,7%
Parambu, CE;população 31.376;38,5%
Paramoti, CE;população 11.533;13,7%
Pedra Branca, CE;população 42.696;17,8%
Penaforte, CE;população 8.743;37,2%
Pentecoste, CE;população 36.611;20,4%
Pereiro, CE;população 16.089;20%
Pindoretama, CE;população 19.975;11,2%
Piquet Carneiro, CE;população 16.318;18,6%
Pires Ferreira, CE;população 10.616;46,1%
Poranga, CE;população 12.214;22%
Porteiras, CE;população 15.058;38,7%
Potengi, CE;população 10.722;37,2%
Potiretama, CE;população 6.299;25,5%
Quiterianópolis, CE;população 20.600;36,2%
Quixadá, CE;população 84.684;25,9%
Quixelô, CE;população 14.997;23,5%
Quixeramobim, CE;população 76.386;25%
Quixeré, CE;população 21.410;36,6%
Redenção, CE;população 27.182;20,4%
Reriutaba, CE;população 19.145;40,5%
Russas, CE;população 74.243;26,6%
Saboeiro, CE;população 15.793;36%
Salitre, CE;população 16.070;29,9%
Santana do Acaraú, CE;população 31.369;27,5%
Santana do Cariri, CE;população 17.457;37,3%
Santa Quitéria, CE;população 43.359;35,3%
São Benedito, CE;população 45.917;36,6%
São Gonçalo do Amarante, CE;população 46.783;16,3%
São João do Jaguaribe, CE;população 7.774;25,5%
São Luís do Curu, CE;população 12.713;18%
Senador Pompeu, CE;população 26.600;17,9%
Senador Sá, CE;população 7.290;34,8%
Sobral, CE;população 199.750;33,5%
Solonópole, CE;população 18.060;20,4%
Tabuleiro do Norte, CE;população 30.143;35,1%
Tamboril, CE;população 25.635;35,4%
Tarrafas, CE;população 8.923;37,2%
Tauá, CE;população 57.478;24,5%
Tejuçuoca, CE;população 18.301;11,4%
Tianguá, CE;população 72.803;33,6%
Trairi, CE;população 53.998;20,1%
Tururu, CE;população 15.413;14,5%
Ubajara, CE;população 33.505;32,4%
Umari, CE;população 7.662;33,7%
Umirim, CE;população 19.437;18%
Uruburetama, CE;população 20.991;23,1%
Uruoca, CE;população 13.435;32,7%
Varjota, CE;população 18.081;41,7%
Várzea Alegre, CE;população 39.861;32,7%
Viçosa do Ceará, CE;população 58.332;28,8%
Acari, RN;população 11.349;37,1%
Açu, RN;população 56.829;40%
Afonso Bezerra, RN;população 11.197;35,3%
Água Nova, RN;população 3.183;33,3%
Alexandria, RN;população 13.864;36,1%
Almino Afonso, RN;população 4.922;40,6%
Alto do Rodrigues, RN;população 13.680;34,8%
Angicos, RN;população 11.906;32,9%
Antônio Martins, RN;população 7.188;40,6%
Apodi, RN;população 36.120;42,8%
Areia Branca, RN;população 27.115;42,4%
Arês, RN;população 13.905;22,3%
